"","year","state","state_po","state_fips","pres_percent_vote","vote_spread","incumbent_party","potus_run_reelect","house_percent_vote","mean_senate_percent_vote","totalvotes","per_capita_personal_income","population","yoy_per_cap_income_change","yoy_pop_change","zscore_pcpi","exports","gdp","personal_consumption_exp","exports_YOY","gdp_YOY","personal_consumption_exp_YOY","exports_zscore","gdp_zscore","personal_consumption_exp_zscore","per_hs_degree","per_bachelor_degree","black_fem_pop","white_fem_pop","fem_pop","white_pop","black_pop","per_white","per_black","per_fem","per_white_fem","per_black_fem","poll_trend","hawaii_dummy","lag_pres_vote","lag_vote_spread","lag_participation","change_lag_pres_vote","change_house_percent_vote","change_poll_trend","pres_win"
"11",2016,"Alabama","AL",1,34.3579457579736,-27.7251466064354,0,0,41.9341872758022,34.7101546349072,2123372,39234,4863525,1.09335637052725,1.00995454760665,0.360482928810065,2406.6,17764.4,12304.5,1.01655824955648,1.01592130847535,1.02612749349523,0.0455677250535976,0.122706902908096,0.181085328968008,85.1034003865226,24.7074495722591,694729,1716600,2507926,3374106,1301635,0.693757305657933,0.267632015873261,0.515660143620111,0.352953876046695,0.14284474737973,35.0351833333333,0,38.3590330987525,-22.1867892310703,0.430754873548152,-0.0098450418217395,-0.166854337346804,-0.0339840136527853,0
"12",2020,"Alabama","AL",1,NA,-27.7251466064354,1,1,40.8873452838884,34.7101546349072,NA,43880,4903185,1.1184176989346,1.00815457924037,0.4936870529755,1927.4,17302.5,11860.3,0.759836000946148,0.903916580032077,0.891664724500613,-0.806781561240933,-0.405338228738591,-0.436734203081169,87.1111451052333,26.3494558724879,703474,1726955,2533668,3389396,1313291,0.691264147691755,0.267844472521433,0.516739221546811,0.352210858860108,0.143472865086673,38.48788125,0,34.3579457579736,-27.7251466064354,0.43659115559188,-0.104306261591066,-0.0249639270466514,0.0985494462471296,NA
"13",1976,"Alaska","AK",2,35.6531309175069,-22.251444478612,1,1,NA,NA,123574,12447,393115,NA,NA,NA,297.3,5965.3,3837.7,NA,NA,NA,NA,NA,NA,66.7,14.1,5757,144438,184487,310402,13170,0.789595919769024,0.0335016471007212,0.469295244394134,0.367419203032192,0.01464456965519,NA,0,NA,NA,NA,NA,NA,NA,0
"14",1980,"Alaska","AK",2,26.4079017955758,-27.9402947394995,0,1,44.4297712320935,24.0946383034194,158445,15507,405315,1.24584237165582,1.0310341757501,NA,406,6688.8,4227.4,1.11080711354309,0.983762795623014,0.989258886574778,0.0720435711431341,-0.00765300659896808,0.000357741477735234,82.5,21.1,6104,148047,190188,318054,13960,0.784708189926354,0.0344423473101168,0.469235039413789,0.365264053884016,0.01505989168918,NA,0,35.6531309175069,-22.251444478612,0.314345674929728,NA,NA,NA,0
"15",1984,"Alaska","AK",2,29.8677777510176,-36.7862045711808,1,1,28.7220295553445,24.0946383034194,207605,19701,513704,1.27045850261172,1.26741916780775,0.335512479218278,402.5,7686.1,4873.2,1.09108159392789,1.0690134772389,1.04642473695512,0.0414433470195499,0.170374905363505,0.123693374754159,82.5,21.1,8620,188256,243333,401818,19300,0.782197530095152,0.0375702739320698,0.473683288430692,0.366467849189416,0.0167800912587794,NA,0,26.4079017955758,-27.9402947394995,0.39091817475297,-0.259310441580081,-0.353540908295352,NA,0
"16",1988,"Alaska","AK",2,36.2709628415519,-23.3199744148394,1,0,41.0773420902278,44.0965481385612,200116,20420,541984,1.03649560935993,1.05505115786523,0.165059947847427,575.6,8891.4,5745.9,1.14775672981057,1.04192837723821,1.03647383516424,0.136437086255372,0.121462211013577,0.0986514713126748,82.5,21.1,9796,194922,256373,417211,21822,0.769784716892012,0.0402631812009211,0.473026879022259,0.359645303182382,0.0180743342976914,39.7597055333333,0,29.8677777510176,-36.7862045711808,0.404133508791055,0.131016692739347,0.430168505713563,NA,0
"17",1992,"Alaska","AK",2,30.287111324302,-9.17038676084888,1,1,47.8363866901125,32.1925488400006,258506,24240,588736,1.18707149853085,1.08626084902875,0.244981552566875,797.2,9733,6269.7,1.06364242828552,1.03666070211316,1.03610854045479,0.099051595043515,0.0836408305751975,0.0763181819169028,86.6,23,11191,209137,277200,449062,24529,0.762756141971954,0.0416638357430155,0.470839221654528,0.355230527774758,0.0190085199478204,34.6688978666667,0,36.2709628415519,-23.3199744148394,0.369228611914743,0.214384382524615,0.164544351117905,-0.128039370472668,0
"18",1996,"Alaska","AK",2,33.2671136495323,-17.5341445244599,0,1,32.7372262773723,32.1925488400006,241620,26953,608569,1.11192244224422,1.03368742526362,0.270977322052079,1051,11097,7176.8,1.05152576288144,1.04049657293415,1.03342117010094,0.130716174788789,0.140674831444803,0.115175720522362,86.6,23,10758,215431,287364,459825,22990,0.755584001156812,0.0377771460590336,0.472196250548418,0.353996013599115,0.0176775353328875,35.1107370666667,0,30.287111324302,-9.17038676084888,0.439086449614088,-0.164976362590377,-0.315641741725889,0.0127445412801777,0
"19",2000,"Alaska","AK",2,27.6663398235047,-30.9546154923659,0,0,34.5866547245858,19.7211990604444,285560,31974,627963,1.18628724075242,1.03186820229095,0.373817406746082,1408.8,13178.4,8687.5,1.09506412747765,1.04075056861259,1.0504074674147,0.223182069423098,0.19752397708255,0.210351988908463,88.3,24.7,21669,425330,606034,892937,45752,0.710978990800413,0.0364288978809261,0.482539576376315,0.677316975681688,0.0345068101146087,25.7011083333333,0,33.2671136495323,-17.5341445244599,0.397029753405119,0.0983917645140118,0.0564931320553508,-0.267998610096585,0
"20",2004,"Alaska","AK",2,35.5168619121044,-25.5484680004351,1,1,17.2826874519706,10.5132695558227,312598,36916,659286,1.15456308250453,1.04988032734413,0.43682857291653,1434,14465,9771.1,1.09616266625898,1.03431509249129,1.03335554215976,0.176483466521454,0.173369560119622,0.164663291609104,88.3,24.7,11140,218876,317807,460845,23841,0.699006197613782,0.036161847817184,0.482047245049948,0.331989455259174,0.0168970674335569,31.7469280666667,0,27.6663398235047,-30.9546154923659,0.454740167812435,-0.168357672536053,-0.500307630512607,0.235235759287942,0
"21",2008,"Alaska","AK",2,37.8893735993893,-21.535145939417,1,0,40.0089496899572,10.5132695558227,326197,47749,687455,1.2934499945823,1.04272652536229,0.779814469517816,1961.2,15667,10581.9,1.06465447044134,1.00001914889543,0.99430584918957,0.274803317075057,0.04201143236052,0.0200164874447234,88.3,24.7,10784,222809,329412,472582,23955,0.687436995876094,0.0348459171873068,0.479176091525991,0.324107032460306,0.0156868449571245,40.5367428666667,0,35.5168619121044,-25.5484680004351,0.474146273392731,0.283757162627275,1.31497270324097,0.276871348986646,0
"22",2012,"Alaska","AK",2,40.8126591124644,-13.98891828483,0,1,30.5132993886016,23.5007025357824,300495,53624,730443,1.12303922595238,1.06253209300972,0.661851704942905,2203.6,16220.7,11007.5,1.03300206262891,1.02528333133174,1.01302227130499,0.181206544592703,0.116914772309842,0.0793334315149591,91.9960223334783,28.0081103070638,11658,232121,349613,492838,26506,0.674711099976316,0.0362875679553367,0.478631460634163,0.31778112734327,0.0159601775908592,NA,0,37.8893735993893,-21.535145939417,0.474499421780335,0.0667995864374603,-0.23733815496134,NA,0
"23",2016,"Alaska","AK",2,36.550871290112,-14.7306407874253,0,0,40.9671803561151,45.832507082153,318608,56020,741456,1.04468148590183,1.01507715181061,0.312623306762874,2406.6,17764.4,12304.5,1.01655824955648,1.01592130847535,1.02612749349523,0.0455677250535976,0.122706902908096,0.181085328968008,93.1147445145746,29.5598088322187,12005,229891,353421,490758,27559,0.66188418463132,0.0371687598454932,0.476658088949311,0.310053462376729,0.016191115858527,37.9319893333333,0,40.8126591124644,-13.98891828483,0.411387336178182,0.0771531760852922,0.342600806106814,NA,0
"24",2020,"Alaska","AK",2,NA,-14.7306407874253,1,1,46.4970974532722,45.832507082153,NA,62102,731545,1.10856836843984,0.986633057120045,0.42671747881011,1927.4,17302.5,11860.3,0.759836000946148,0.903916580032077,0.891664724500613,-0.806781561240933,-0.405338228738591,-0.436734203081169,93.5772159534601,30.1941089704126,11845,224537,350127,477488,27108,0.65271172655134,0.0370558202161179,0.478613072333213,0.30693532181889,0.0161917585384358,43.39111,0,36.550871290112,-14.7306407874253,0.429705876006128,-0.104423184252919,0.134984078696342,0.143918649209083,NA
"25",1976,"Arizona","AZ",4,39.7999781882515,-16.566157591229,1,1,NA,NA,742719,6309,2347976,NA,NA,NA,297.3,5965.3,3837.7,NA,NA,NA,NA,NA,NA,58.1,12.6,32258,1080988,1189441,2132974,66585,0.908430920929345,0.0283584670371418,0.506581413097919,0.460391417970201,0.0137386412808308,NA,0,NA,NA,NA,NA,NA,NA,0
"26",1980,"Arizona","AZ",4,28.2446835899284,-32.364164792979,0,1,50.4000138733135,NA,873945,9671,2737774,1.53288952290379,1.16601447374249,NA,406,6688.8,4227.4,1.11080711354309,0.983762795623014,0.989258886574778,0.0720435711431341,-0.00765300659896808,0.000357741477735234,72.4,17.4,37187,1257311,1388978,2475536,77259,0.904214884062746,0.0282196412121673,0.507338443567658,0.45924572298517,0.0135829327037221,23.0232102,0,39.7999781882515,-16.566157591229,0.316323079963339,NA,NA,NA,0
"27",1984,"Arizona","AZ",4,32.5426431698309,-33.8788396885847,1,1,42.2627779317057,56.9109734280998,1025897,13060,3067134,1.35042911798159,1.12030211405324,0.393950651747819,402.5,7686.1,4873.2,1.09108159392789,1.0690134772389,1.04642473695512,0.0414433470195499,0.170374905363505,0.123693374754159,72.4,17.4,43633,1402130,1554986,2763899,90904,0.901134088044409,0.0296380921081374,0.506983392313476,0.457146639175204,0.0142259842576164,NA,0,28.2446835899284,-32.364164792979,0.319217364179804,-0.290334194246722,-0.161453049637283,NA,0
