"","year","state","state_po","state_fips","pres_percent_vote","vote_spread","incumbent_party","potus_run_reelect","house_percent_vote","mean_senate_percent_vote","totalvotes","per_capita_personal_income","population","yoy_per_cap_income_change","yoy_pop_change","zscore_pcpi","exports","gdp","personal_consumption_exp","exports_YOY","gdp_YOY","personal_consumption_exp_YOY","exports_zscore","gdp_zscore","personal_consumption_exp_zscore","per_hs_degree","per_bachelor_degree","black_fem_pop","white_fem_pop","fem_pop","white_pop","black_pop","per_white","per_black","per_fem","per_white_fem","per_black_fem","poll_trend","hawaii_dummy","lag_pres_vote","lag_vote_spread","lag_participation","change_lag_pres_vote","change_house_percent_vote","change_poll_trend","pres_win"
"164",2004,"Indiana","IN",18,39.2629746653366,-20.6817903713206,1,1,42.1051524531125,63.7185677856903,2468002,30691,6233007,1.08706124039245,1.02316876306866,0.362701781316015,1434,14465,9771.1,1.09616266625898,1.03431509249129,1.03335554215976,0.176483466521454,0.173369560119622,0.164663291609104,82.1,19.4,286166,2793484,3168952,5505822,550372,0.883333196962558,0.0882995960055877,0.508414638392031,0.448175976699529,0.0459113875533912,36.0993076666667,0,41.012102930839,-15.6347786706873,0.361022714550845,-0.0131153093255943,-0.0145533830553764,0.0727571268708731,0
"165",2008,"Indiana","IN",18,49.9459116396843,1.03200446083574,1,0,48.7422926807613,63.7185677856903,2751054,35228,6424806,1.147828353589,1.03077150402687,0.415773055878358,1961.2,15667,10581.9,1.06465447044134,1.00001914889543,0.99430584918957,0.274803317075057,0.04201143236052,0.0200164874447234,82.1,19.4,306288,2845090,3263963,5614404,589021,0.873863584363481,0.0916791884455344,0.508025145039399,0.442828935223881,0.0476727235032466,46.7401458,0,39.2629746653366,-20.6817903713206,0.395956879239828,-0.0426490752852162,0.157632494860097,0.294765712173446,1
"166",2012,"Indiana","IN",18,43.9273029040584,-10.1982294761661,0,1,38.8770512439063,39.9990025686723,2624534,39333,6537703,1.11652662654706,1.01757204808986,0.459578489705292,2203.6,16220.7,11007.5,1.03300206262891,1.02528333133174,1.01302227130499,0.181206544592703,0.116914772309842,0.0793334315149591,87.5549230008799,23.4195344880572,320396,2863462,3318796,5654491,616675,0.864904845019726,0.0943259429190956,0.507639456855106,0.437992059290549,0.0490074266145158,41.1702758,0,49.9459116396843,1.03200446083574,0.428192539977083,0.272086795903907,-0.202395925474158,-0.119166722838935,0
"167",2016,"Indiana","IN",18,37.774839686752,-19.1651937616592,0,0,37.4197914166941,39.9990025686723,2734958,43734,6634304,1.11189077873541,1.0147759847763,0.465347106505547,2406.6,17764.4,12304.5,1.01655824955648,1.01592130847535,1.02612749349523,0.0455677250535976,0.122706902908096,0.181085328968008,88.3553750692077,25.60788931142,333170,2873660,3364178,5678320,642941,0.855902895013554,0.0969115976596791,0.507088309489586,0.433151691571565,0.0502192844946508,37.9666113333333,0,43.9273029040584,-10.1982294761661,0.401445890093202,-0.12050253039818,-0.0374838054992826,-0.07781498676933,0
"168",2020,"Indiana","IN",18,NA,-19.1651937616592,1,1,44.327923377401,44.8422279321728,NA,48657,6732219,1.11256688160241,1.01475889558272,0.51365927220768,1927.4,17302.5,11860.3,0.759836000946148,0.903916580032077,0.891664724500613,-0.806781561240933,-0.405338228738591,-0.436734203081169,89.602811185658,26.9396259230589,346256,2888987,3411859,5709592,669596,0.848099564200155,0.0994614108661646,0.506795604836979,0.429128493888865,0.0514326702681538,41.362605,0,37.774839686752,-19.1651937616592,0.412244901650573,-0.140060117752823,0.184611717467378,0.0894468467794256,NA
"169",1976,"Iowa","IA",19,48.4584965406944,-1.0109411140285,1,1,NA,NA,1279303,6640,2903770,NA,NA,NA,297.3,5965.3,3837.7,NA,NA,NA,NA,NA,NA,59,9.1,19362,1463676,1490632,2850637,38578,0.981702063179935,0.0132854874869566,0.513343687688763,0.504060583310662,0.00666788347561963,44.7722320666667,0,NA,NA,NA,NA,NA,NA,0
"170",1980,"Iowa","IA",19,38.6041629827399,-12.7008388348748,0,1,49.7076311654703,47.9114114405464,1317661,9607,2914018,1.44683734939759,1.00352920513677,NA,406,6688.8,4227.4,1.11080711354309,0.983762795623014,0.989258886574778,0.0720435711431341,-0.00765300659896808,0.000357741477735234,71.5,13.9,21003,1466873,1498373,2853322,41978,0.979171027769904,0.0144055390186334,0.514194833388126,0.503385016839292,0.00720757387222728,32.9605300666667,0,48.4584965406944,-1.0109411140285,0.440566229418997,NA,NA,-0.263817581897909,0
"171",1984,"Iowa","IA",19,45.8870818037513,-7.38503036433412,1,1,52.621437877013,47.9114114405464,1319805,12924,2858615,1.34526907463308,0.980987420118887,0.314176410047283,402.5,7686.1,4873.2,1.09108159392789,1.0690134772389,1.04642473695512,0.0414433470195499,0.170374905363505,0.123693374754159,71.5,13.9,22030,1437899,1472683,2789342,44103,0.975766936086182,0.0154281006711292,0.515173606799097,0.50300547642827,0.00770652921082412,38.5874966666667,0,38.6041629827399,-12.7008388348748,0.452180116938193,-0.20335615550266,0.0586189010263444,0.170718328516525,0
"172",1988,"Iowa","IA",19,54.7119239825916,10.2154511942586,1,0,48.1142542392887,33.5746533267845,1225614,15446,2768393,1.19514082327453,0.968438562030914,0.27359951717585,575.6,8891.4,5745.9,1.14775672981057,1.04192837723821,1.03647383516424,0.136437086255372,0.121462211013577,0.0986514713126748,71.5,13.9,22961,1390256,1428389,2691866,46056,0.972356887190511,0.0166363662962592,0.515963232098911,0.502188814955102,0.00829398138197864,48.4678898,0,45.8870818037513,-7.38503036433412,0.461693862237482,0.188656306944608,-0.0856529927642524,0.256051674424073,1
"173",1992,"Iowa","IA",19,43.2858386233055,6.01369991444012,1,1,57.105735903138,54.4727130810736,1354607,19086,2818401,1.23565971772627,1.01806390927878,0.320753793488539,797.2,9733,6269.7,1.06364242828552,1.03666070211316,1.03610854045479,0.099051595043515,0.0836408305751975,0.0763181819169028,80.1,16.9,25418,1401019,1445102,2718568,51199,0.964578142003214,0.0181659742527767,0.512738251228267,0.49709711286648,0.0090185889091013,39.7460750666667,0,54.7119239825916,10.2154511942586,0.442716767453176,0.192316482808432,0.186877710275454,-0.179950370633494,1
"174",1996,"Iowa","IA",19,50.2609646901525,10.3408625893888,0,1,41.672447273702,54.4727130810736,1234075,23209,2880000,1.2160222152363,1.02185600984388,0.388949152153109,1051,11097,7176.8,1.05152576288144,1.04049657293415,1.03342117010094,0.130716174788789,0.140674831444803,0.115175720522362,80.1,16.9,27150,1413597,1462865,2750068,55231,0.954884722222222,0.0191774305555556,0.507939236111111,0.490832291666667,0.00942708333333333,48.7919456,0,43.2858386233055,6.01369991444012,0.480629619418954,-0.208840861873578,-0.270258116550914,0.227591542514841,1
"175",2000,"Iowa","IA",19,47.1919155786085,0.306277355431028,0,0,44.1280168985435,30.4933922842642,1353022,27463,2929067,1.18329096471197,1.01703715277778,0.413328011176672,1408.8,13178.4,8687.5,1.09506412747765,1.04075056861259,1.0504074674147,0.223182069423098,0.19752397708255,0.210351988908463,86.1,21.2,60840,2849756,2982692,5585159,127044,0.9534023974187,0.0216867691998852,0.509153938779823,0.972922777116399,0.0207711192676712,43.1648397333333,0,50.2609646901525,10.3408625893888,0.428498263888889,0.161141063421411,0.0589254959929156,-0.115328581335905,1
"176",2004,"Iowa","IA",19,49.2331316842169,-0.667525821085299,1,1,44.78966485026,54.1776507098698,1506908,31660,2953635,1.1528237992936,1.00838765381604,0.413884307288619,1434,14465,9771.1,1.09616266625898,1.03431509249129,1.03335554215976,0.176483466521454,0.173369560119622,0.164663291609104,86.1,21.2,34091,1420845,1498888,2794216,71875,0.946026167756002,0.0243344218226016,0.507472318008149,0.481049621906566,0.0115420490344948,45.8240734666667,0,47.1919155786085,0.306277355431028,0.461929344736737,-0.0610622802499724,0.0149938292771618,0.0616064776276648,0
"177",2008,"Iowa","IA",19,53.9280200738653,9.53476071856319,1,0,47.7198515751984,54.1776507098698,1537123,38537,3016734,1.21721415034744,1.0213631677577,0.587415970915402,1961.2,15667,10581.9,1.06465447044134,1.00001914889543,0.99430584918957,0.274803317075057,0.04201143236052,0.0200164874447234,86.1,21.2,40545,1432145,1525539,2825541,85797,0.936622519585751,0.0284403596737399,0.505692248637102,0.47473360263119,0.0134400315042692,52.6253996,0,49.2331316842169,-0.667525821085299,0.510187616276216,0.0432535123989272,0.0654210460099336,0.148422556503641,1
"178",2012,"Iowa","IA",19,51.9880165341491,5.81014802361299,0,1,43.3650734553236,33.3033171066508,1582180,42905,3076190,1.1133456159016,1.01970873136312,0.510908893872329,2203.6,16220.7,11007.5,1.03300206262891,1.02528333133174,1.01302227130499,0.181206544592703,0.116914772309842,0.0793334315149591,91.5886799807363,26.3290055488654,45865,1440312,1550519,2849444,97459,0.926289988589782,0.0316817231705454,0.504038762235102,0.468212951735751,0.0149096772306002,48.4169415333333,0,53.9280200738653,9.53476071856319,0.509532162928518,0.09536034432588,-0.0912571597799794,-0.0799700923632828,1
"179",2016,"Iowa","IA",19,41.7525134454962,-9.40954789918113,0,0,45.4497498067541,43.7611755333274,1565580,46437,3131371,1.08232140776133,1.01793809875203,0.374092773634052,2406.6,17764.4,12304.5,1.01655824955648,1.01592130847535,1.02612749349523,0.0455677250535976,0.122706902908096,0.181085328968008,91.7538883192303,28.421481346609,54321,1443216,1574212,2860458,116268,0.913484221448049,0.0371300621995924,0.502722928710779,0.460889495368003,0.017347353603262,41.4244433333333,0,51.9880165341491,5.81014802361299,0.51433103937013,-0.03597394336115,0.0480727042599886,-0.144422550837622,0
"180",2020,"Iowa","IA",19,NA,-9.40954789918113,1,1,50.4824372193631,43.7611755333274,NA,52636,3155070,1.13349268901953,1.00756825045643,0.521282180195106,1927.4,17302.5,11860.3,0.759836000946148,0.903916580032077,0.891664724500613,-0.806781561240933,-0.405338228738591,-0.436734203081169,92.6292649472163,29.3100248515782,59929,1441059,1583995,2859080,128105,0.906185916635764,0.0406029026297356,0.502047498153765,0.456743907425192,0.0189945072534048,47.48928125,0,41.7525134454962,-9.40954789918113,0.499966308687153,-0.196881969557917,0.110730805648157,0.146407227922516,NA
"181",1976,"Kansas","KS",20,44.9363936753859,-7.55143055504805,1,1,NA,NA,957845,6850,2298645,NA,NA,NA,297.3,5965.3,3837.7,NA,NA,NA,NA,NA,NA,59.9,11.4,59173,1100653,1172666,2155937,117870,0.937916468180167,0.051278035538328,0.510155330640442,0.478826874093216,0.0257425570281622,39.2197640666667,0,NA,NA,NA,NA,NA,NA,0
"182",1980,"Kansas","KS",20,33.287575462214,-24.5624850096194,0,1,52.7583677129233,42.4125880195877,979795,10075,2369039,1.47080291970803,1.0306241285627,NA,406,6688.8,4227.4,1.11080711354309,0.983762795623014,0.989258886574778,0.0720435711431341,-0.00765300659896808,0.000357741477735234,73.3,17,63704,1128486,1209797,2207732,127787,0.931910365342234,0.0539404374516418,0.510669938316761,0.476347582289696,0.0268902284850524,28.1362171333333,0,44.9363936753859,-7.55143055504805,0.416699838383047,NA,NA,-0.282601060896064,0
"183",1984,"Kansas","KS",20,32.5980365776215,-33.6741712989645,1,1,45.6811375761061,42.4125880195877,1021991,13827,2424088,1.37240694789082,1.02323684835919,0.344047533763367,402.5,7686.1,4873.2,1.09108159392789,1.0690134772389,1.04642473695512,0.0414433470195499,0.170374905363505,0.123693374754159,73.3,17,66992,1150182,1238692,2247170,134453,0.927016675962259,0.0554653956457026,0.510993000254116,0.474480299395071,0.0276359604106782,26.4218338666667,0,33.287575462214,-24.5624850096194,0.413583313740297,-0.259229040437051,-0.134144220976032,-0.0609315480664106,0
"184",1988,"Kansas","KS",20,42.5596448898538,-13.2333511908838,1,0,46.1286174392129,29.9507264748666,993044,16533,2461995,1.19570405727924,1.01563763361726,0.293862578004241,575.6,8891.4,5745.9,1.14775672981057,1.04192837723821,1.03647383516424,0.136437086255372,0.121462211013577,0.0986514713126748,73.3,17,70657,1159846,1256475,2268744,141836,0.92150633937112,0.057610190110053,0.510348315085936,0.471100063160161,0.0286990834668633,33.3112582666667,0,32.5980365776215,-33.6741712989645,0.421598143301728,-0.0207146022207364,0.00979572503774029,0.260747396822125,0
"185",1992,"Kansas","KS",20,33.7384941360276,-5.14303046223934,1,1,50.4061470067785,26.3904557797605,1157236,20115,2532394,1.2166575939031,1.0285942904027,0.316501925458518,797.2,9733,6269.7,1.06364242828552,1.03666070211316,1.03610854045479,0.099051595043515,0.0836408305751975,0.0763181819169028,81.3,21.1,74908,1180571,1285632,2316459,150337,0.914730883109027,0.0593655647580906,0.507674556170959,0.466187725922586,0.0295799152896429,36.2859761333333,0,42.5596448898538,-13.2333511908838,0.403349316306491,0.305589212053063,0.0927304958402982,0.0893006755509852,0
"186",1996,"Kansas","KS",20,36.0847994042632,-18.2059015172671,0,1,36.4901467587314,26.3904557797605,1074300,23688,2614554,1.17762863534676,1.03244360869596,0.344015466698985,1051,11097,7176.8,1.05152576288144,1.04049657293415,1.03342117010094,0.130716174788789,0.140674831444803,0.115175720522362,81.3,21.1,76450,1211311,1322203,2379865,152103,0.910237463062534,0.0581755052678201,0.505708813051863,0.463295460717201,0.029240168686514,38.5479766666667,0,33.7384941360276,-5.14303046223934,0.456973125035046,-0.207265609867182,-0.276077444407241,0.0623381475262392,0
"187",2000,"Kansas","KS",20,37.2383922642453,-20.8032709827124,0,0,37.425630423068,31.5878201849193,1072216,28244,2693681,1.19233367105708,1.03026405268356,0.40677071169618,1408.8,13178.4,8687.5,1.09506412747765,1.04075056861259,1.0504074674147,0.223182069423098,0.19752397708255,0.210351988908463,86,25.8,156382,2447871,2722698,4832697,315217,0.897043302454893,0.0585104546529452,0.505386124043641,0.908745690376849,0.0580551297648088,31.9221012,0,36.0847994042632,-18.2059015172671,0.410892259253395,0.0695438646068728,0.0256366100833183,-0.171886465636372,0
"188",2004,"Kansas","KS",20,36.6230943055644,-25.3808863099829,1,1,41.8314612709209,31.5878201849193,1187756,30664,2734373,1.08568191474295,1.01510646583616,0.301302136941057,1434,14465,9771.1,1.09616266625898,1.03431509249129,1.03335554215976,0.176483466521454,0.173369560119622,0.164663291609104,86,25.8,79783,1231147,1382396,2432319,161027,0.889534456345202,0.0588899173594824,0.505562335497023,0.450248375038811,0.0291778041986225,35.7936361333333,0,37.2383922642453,-20.8032709827124,0.398048618229107,0.0319689420206595,0.117722288123094,0.121280704834472,0
"189",2008,"Kansas","KS",20,41.6519671940136,-14.9602871494783,1,0,43.684676977543,31.5878201849193,1235872,40791,2808076,1.33025697886773,1.02695425971512,0.727088617816254,1961.2,15667,10581.9,1.06465447044134,1.00001914889543,0.99430584918957,0.274803317075057,0.04201143236052,0.0200164874447234,86,25.8,82924,1248604,1415563,2473656,169253,0.880907781698216,0.0602736535620831,0.504104233646098,0.44464750954034,0.0295305397717156,39.3855788666667,0,36.6230943055644,-25.3808863099829,0.434379654860548,-0.0165232149206292,0.0443019595853898,0.100351434538619,0
"190",2012,"Kansas","KS",20,37.994570553919,-21.7167498152971,0,1,32.9123226123809,26.3785496339944,1159971,45120,2885257,1.10612635140104,1.02748536720516,0.602379804431434,2203.6,16220.7,11007.5,1.03300206262891,1.02528333133174,1.01302227130499,0.181206544592703,0.116914772309842,0.0793334315149591,90.2213045774421,30.3904415142785,86741,1268197,1451420,2517824,177628,0.872651552357381,0.0615640131884265,0.503047042256548,0.439543860390946,0.0300635264033672,35.7100892666667,0,41.6519671940136,-14.9602871494783,0.44011344422302,0.13731425440163,-0.246593430705688,-0.0933206951824363,0
"191",2016,"Kansas","KS",20,36.0523707322345,-20.6022110736051,0,0,36.1371432018254,26.3785496339944,1184402,47517,2910844,1.053125,1.00886818747862,0.292547828364545,2406.6,17764.4,12304.5,1.01655824955648,1.01592130847535,1.02612749349523,0.0455677250535976,0.122706902908096,0.181085328968008,90.5470903878355,32.8460370752499,86838,1267678,1460597,2520984,179604,0.866066336773802,0.0617016920178477,0.501777834882254,0.435501868186684,0.0298325846386821,37.1337713333333,0,37.994570553919,-21.7167498152971,0.402033856949312,-0.0878084970887103,0.0979821639276031,0.039867782352356,0
"192",2020,"Kansas","KS",20,NA,-20.6022110736051,1,1,44.2131079802194,26.3785496339944,NA,53453,2913314,1.12492371151377,1.00084855114187,0.45756494167858,1927.4,17302.5,11860.3,0.759836000946148,0.903916580032077,0.891664724500613,-0.806781561240933,-0.405338228738591,-0.436734203081169,91.7752691361835,34.0178021678959,86076,1264291,1461617,2513846,178725,0.862881927591739,0.0613476611172019,0.501702528460715,0.433970042364126,0.0295457338275243,42.20508875,0,36.0523707322345,-20.6022110736051,0.406892983615749,-0.0511178253463426,0.223480996637999,0.136568876108589,NA
"193",1976,"Kentucky","KY",21,52.7542492687265,7.18550099302399,1,1,NA,NA,1167142,5536,3530443,NA,NA,NA,297.3,5965.3,3837.7,NA,NA,NA,NA,NA,NA,38.5,7.2,128461,1667962,1802254,3270306,249562,0.926316045889992,0.0706885793086024,0.510489476816366,0.472451190969519,0.0363866517601332,NA,0,NA,NA,NA,NA,NA,NA,1
"194",1980,"Kentucky","KY",21,47.6539158260827,-1.37825161099607,0,1,55.4596082193101,60.9774257890906,1295627,8152,3664221,1.47254335260116,1.03789269505272,NA,406,6688.8,4227.4,1.11080711354309,0.983762795623014,0.989258886574778,0.0720435711431341,-0.00765300659896808,0.000357741477735234,53.1,11.1,133390,1733198,1874621,3390775,259617,0.925374042668278,0.0708518945773194,0.511601510935066,0.473005858544013,0.036403371958187,NA,0,52.7542492687265,7.18550099302399,0.3305936393818,NA,NA,NA,0
"195",1984,"Kentucky","KY",21,39.4012465813948,-20.6056910420676,1,1,59.0142164394359,60.9774257890906,1369345,11111,3695459,1.36297841020608,1.00852514081438,0.334168982908277,402.5,7686.1,4873.2,1.09108159392789,1.0690134772389,1.04642473695512,0.0414433470195499,0.170374905363505,0.123693374754159,53.1,11.1,135078,1753158,1897923,3416454,260682,0.924500583012827,0.07054116958137,0.513582480552483,0.474408727034991,0.0365524282639856,33.8956172666667,0,47.6539158260827,-1.37825161099607,0.353588661819252,-0.0966809975185715,0.06409364101653,NA,0
"196",1988,"Kentucky","KY",21,43.8835946910323,-11.6378844279506,1,0,65.3963478479387,74.3820871722183,1322517,13743,3680002,1.23688236882369,0.995817299014818,0.321991041300066,575.6,8891.4,5745.9,1.14775672981057,1.04192837723821,1.03647383516424,0.136437086255372,0.121462211013577,0.0986514713126748,53.1,11.1,136637,1747611,1895868,3396278,261557,0.922901128858082,0.0710752331112864,0.515181241749325,0.474894035383676,0.0371295993860873,39.6388302,0,39.4012465813948,-20.6056910420676,0.37054801582158,-0.173179246692062,0.108145660377487,0.169438216396822,0
"197",1992,"Kentucky","KY",21,44.5511420724764,3.21026190635676,1,1,56.8059120489499,47.8134518182116,1492900,17407,3765469,1.26660845521356,1.02322471563874,0.390007390410879,797.2,9733,6269.7,1.06364242828552,1.03666070211316,1.03610854045479,0.099051595043515,0.0836408305751975,0.0763181819169028,64.6,13.6,142067,1781110,1936520,3444437,NA,0.914743156828538,NA,0.514283878050782,0.47301146284832,0.0377288991092477,43.335687,0,43.8835946910323,-11.6378844279506,0.359379424250313,0.113761581131145,-0.131359564894411,0.0932635191640948,1
"198",1996,"Kentucky","KY",21,45.8421784853259,0.959957024802911,0,1,40.2954740475252,47.8134518182116,1388708,20314,3919535,1.16700178089274,1.04091548755281,0.371133538786577,1051,11097,7176.8,1.05152576288144,1.04049657293415,1.03342117010094,0.130716174788789,0.140674831444803,0.115175720522362,64.6,13.6,146977,1836725,1999359,3565412,279184,0.9096517826732,0.0712288575047805,0.510101070662719,0.468607883333099,0.0374985808265521,45.9281215333333,0,44.5511420724764,3.21026190635676,0.396471196549487,0.0152117752919743,-0.290646473331817,0.059822163043898,1
"199",2000,"Kentucky","KY",21,41.3781825859106,-15.1283007772782,0,0,41.5173151860743,49.1569860329977,1544106,24894,4049021,1.22546027370287,1.03303606167568,0.472511965872297,1408.8,13178.4,8687.5,1.09506412747765,1.04075056861259,1.0504074674147,0.223182069423098,0.19752397708255,0.210351988908463,74.1,17.1,307184,3752000,4136380,7340719,598780,0.90648072706958,0.0739413305092762,0.510787669414409,0.926643749192706,0.0758662402590651,40.6389606666667,0,45.8421784853259,0.959957024802911,0.354304273338547,0.0289787501013839,0.0303220440367079,-0.115161706816769,0
"200",2004,"Kentucky","KY",21,39.6870729814097,-19.8624408507909,1,1,37.5901126233726,35.324795171628,1795882,27989,4146101,1.12432714710372,1.02397616609052,0.421724858908149,1434,14465,9771.1,1.09616266625898,1.03431509249129,1.03335554215976,0.176483466521454,0.173369560119622,0.164663291609104,74.1,17.1,160270,1902285,2112051,3733491,315144,0.900482405035478,0.0760097257640371,0.509406548465655,0.458812990807508,0.0386555947382854,38.5783151333333,0,41.3781825859106,-15.1283007772782,0.381352924571149,-0.0973774817626589,-0.0945919201446571,-0.050706157331025,0
"201",2008,"Kentucky","KY",21,41.1681137839288,-16.2309073589471,1,0,48.0024347321077,35.324795171628,1826620,32757,4289878,1.17035263853657,1.03467764051093,0.49459672171484,1961.2,15667,10581.9,1.06465447044134,1.00001914889543,0.99430584918957,0.274803317075057,0.04201143236052,0.0200164874447234,74.1,17.1,169145,1952081,2183532,3835099,333202,0.89398789429443,0.0776716727142357,0.508996293134677,0.455043476760878,0.0394288602146728,41.3675166666667,0,39.6870729814097,-19.8624408507909,0.433149602481946,-0.0408695959758438,0.27699629987969,0.0722997239172673,0
"202",2012,"Kentucky","KY",21,37.8013278344458,-22.6918137648758,0,1,37.3860848941666,44.2484897824343,1797212,35754,4386346,1.09149189486217,1.02248735278719,0.421411599960028,2203.6,16220.7,11007.5,1.03300206262891,1.02528333133174,1.01302227130499,0.181206544592703,0.116914772309842,0.0793334315149591,83.7570657556002,21.7732410684387,177867,1975186,2226736,3888889,353253,0.886589657997796,0.0805346865021592,0.507651699159163,0.450303282048429,0.0405501526783341,37.9550746666667,0,41.1681137839288,-16.2309073589471,0.425797656716578,0.0373179650515635,-0.2211627367901,-0.0824908593739613,0
"203",2016,"Kentucky","KY",21,32.6821883336478,-29.8374502182523,0,0,36.3581530395113,40.7208740636326,1924149,39638,4438182,1.10863120210326,1.01181758119401,0.421529072065573,2406.6,17764.4,12304.5,1.01655824955648,1.01592130847535,1.02612749349523,0.0455677250535976,0.122706902908096,0.181085328968008,85.6965877919245,23.446466026308,184776,1982295,2252014,3903401,367506,0.879504490802766,0.0828055271279997,0.507418127512572,0.446645721153391,0.0416332633497229,32.3681473333333,0,37.8013278344458,-22.6918137648758,0.409728735489631,-0.0817813992439293,-0.0274950387975949,-0.14719842820491,0
"204",2020,"Kentucky","KY",21,NA,-29.8374502182523,1,1,39.0481450479616,40.7208740636326,NA,44017,4467673,1.11047479691205,1.00664483790886,0.495027452768507,1927.4,17302.5,11860.3,0.759836000946148,0.903916580032077,0.891664724500613,-0.806781561240933,-0.405338228738591,-0.436734203081169,87.1851588450756,25.1250638850928,190129,1985853,2266644,3909923,378479,0.875158723568175,0.0847150183104269,0.507343308250179,0.444493811431589,0.042556606090016,39.00172125,0,32.6821883336478,-29.8374502182523,0.43354441075197,-0.135422213823222,0.0739859366763492,0.204941415038459,NA
"205",1976,"Louisiana","LA",22,51.774996222746,5.78675307249274,1,1,NA,NA,1277383,5672,3951636,NA,NA,NA,297.3,5965.3,3837.7,NA,NA,NA,NA,NA,NA,42.2,9,614384,1406823,2033823,2767426,1158835,0.700324118921885,0.293254490039062,0.514678730530848,0.356010270176707,0.15547585860641,NA,0,NA,NA,NA,NA,NA,NA,1
"206",1980,"Louisiana","LA",22,45.7482317797275,-5.45011562123246,0,1,50.1031290105726,100,1548591,8849,4223101,1.56011988716502,1.06869686377996,NA,406,6688.8,4227.4,1.11080711354309,0.983762795623014,0.989258886574778,0.0720435711431341,-0.00765300659896808,0.000357741477735234,57.7,13.9,660130,1495085,2173888,2941063,1243143,0.696422605095166,0.294367338124284,0.514761072491517,0.354025395082902,0.156314045058359,38.2346043333333,0,51.774996222746,5.78675307249274,0.323254216734537,NA,NA,NA,0
"207",1984,"Louisiana","LA",22,38.1753926302801,-22.5983142940506,1,1,100,100,1706822,11704,4400474,1.32263532602554,1.0420006530746,0.307769838719314,402.5,7686.1,4873.2,1.09108159392789,1.0690134772389,1.04642473695512,0.0414433470195499,0.170374905363505,0.123693374754159,57.7,13.9,700183,1547780,2272035,3036921,1315469,0.69013497182349,0.298938023494742,0.516315969597821,0.35173029087321,0.159115358936333,NA,0,45.7482317797275,-5.45011562123246,0.366695231773997,-0.116402991457309,0.995883330538064,NA,0
"208",1988,"Louisiana","LA",22,44.0645571004089,-10.2101581990441,1,0,49.5355069227334,52.8204675242007,1628202,13263,4288859,1.1332023239918,0.974635686973721,0.206853746671595,575.6,8891.4,5745.9,1.14775672981057,1.04192837723821,1.03647383516424,0.136437086255372,0.121462211013577,0.0986514713126748,57.7,13.9,698861,1494942,2221977,2922540,1310068,0.681425992321035,0.305458398142723,0.518081149321999,0.348564035329676,0.162948000855239,38.3465519333333,0,38.1753926302801,-22.5983142940506,0.387872306483347,-0.165532936571401,-0.504644930772666,NA,0
"209",1992,"Louisiana","LA",22,45.5845391412484,4.61364333411358,1,1,50.0007085197134,100,1790017,17066,4293003,1.28673754052628,1.00096622435011,0.317397386279117,797.2,9733,6269.7,1.06364242828552,1.03666070211316,1.03610854045479,0.099051595043515,0.0836408305751975,0.0763181819169028,68.3,16.1,711474,1470694,2214898,2919182,1333604,0.679986014451888,0.310645951097635,0.515932087631898,0.342579308703022,0.165728745123169,39.10575,0,44.0645571004089,-10.2101581990441,0.379635236318098,0.154265982989723,0.00939127558956141,0.0197983398347408,1
"210",1996,"Louisiana","LA",22,52.0099957454179,12.0659163130991,0,1,100,100,1783959,20409,4398877,1.19588655806867,1.02466199068577,0.36324944731933,1051,11097,7176.8,1.05152576288144,1.04049657293415,1.03342117010094,0.130716174788789,0.140674831444803,0.115175720522362,68.3,16.1,740631,1475192,2252219,2878094,1388261,0.654279262639078,0.31559441193741,0.511998630559572,0.335356501216106,0.168368199429082,46.3726978,0,45.5845391412484,4.61364333411358,0.416961506898551,0.0344944359108367,0.999971659613059,0.185828114791303,1
"211",2000,"Louisiana","LA",22,44.8753324543399,-7.67573071991373,0,0,38.8895680112682,32.522583873747,1765656,23943,4471885,1.17315890048508,1.0165969632704,0.360548192968018,1408.8,13178.4,8687.5,1.09506412747765,1.04075056861259,1.0504074674147,0.223182069423098,0.19752397708255,0.210351988908463,74.8,18.7,1543973,2951618,4613071,5788522,2917930,0.647212752564075,0.32625279943469,0.515785960506587,0.660038887404305,0.34526223281681,39.2804902666667,0,52.0099957454179,12.0659163130991,0.405548734370159,0.140956928055357,-0.611104319887318,-0.152939291216594,0
"212",2004,"Louisiana","LA",22,42.2158647032123,-14.5061566378777,1,1,34.7961681522491,16.596007434364,1943106,27744,4552238,1.1587520360857,1.01796848532554,0.385656005848799,1434,14465,9771.1,1.09616266625898,1.03431509249129,1.03335554215976,0.176483466521454,0.173369560119622,0.164663291609104,74.8,18.7,787687,1481079,2338753,2917956,1494615,0.640993726602168,0.328325320424811,0.513758946698305,0.325351837931145,0.173032912602548,36.2325051333333,0,44.8753324543399,-7.67573071991373,0.394834840341377,-0.137178693995693,-0.105257015398911,-0.07759539437113,0
"213",2008,"Louisiana","LA",22,39.9329138023451,-18.6298075084113,1,0,14.8635802658998,16.596007434364,1960761,37891,4435586,1.36573673587082,0.974374802020457,0.834445174292998,1961.2,15667,10581.9,1.06465447044134,1.00001914889543,0.99430584918957,0.274803317075057,0.04201143236052,0.0200164874447234,74.8,18.7,747576,1444276,2269630,2856584,1424816,0.644015018534191,0.321223847311268,0.511686618183032,0.325611091747517,0.168540526550494,41.3854902,0,42.2158647032123,-14.5061566378777,0.426846311638363,-0.0592634662669878,-0.572838589557769,0.142219949951128,0
