"","state","year","pres_win","pres_percent_vote","poll_trend","lag_pres_vote","lag_participation","per_white","change_house_percent_vote","lag_vote_spread","lower_pred","pred","upper_pred","prob_win"
"1","Alabama",1980,0,47.45,41.7151649333333,55.7272688844739,0.316506671832739,0.739766093866015,NA,13.1123980217272,NA,NA,NA,NA
"2","Alabama",1984,0,38.28,36.5383971333333,47.4488590678046,0.344051894590459,0.739644022608294,0.028706194434443,-1.30126109503558,37.33,42.36,47.4,0.95
"3","Alabama",1988,0,39.86,35.4314974,38.2807812650645,0.364822168193725,0.738932343764989,-0.0539726392464995,-22.2617122825417,34.17,39.18,44.19,0.04
"4","Alabama",1992,0,40.88,39.8364678,39.8632983091472,0.342577069377973,0.733073600618582,0.10996184086536,-19.3017506289555,37.97,42.98,47.99,1.03
"5","Alabama",1996,0,43.16,41.0820156666667,40.8800635048517,0.40636839452154,0.72495498836093,-0.327725389650501,-6.7653400945464,38.48,43.49,48.5,1.6
"6","Alabama",2000,0,41.57,35.7415976666667,43.1560876958241,0.354262956633208,0.717900674569474,-0.00370295143810985,-6.96575550933979,33.84,38.85,43.86,0.03
"7","Alabama",2004,0,36.84,34.3177146,41.5665029478981,0.374260389252619,0.712417802962834,0.12625741215971,-14.9172524053696,32.04,37.04,42.05,0
"8","Alabama",2008,0,38.74,35.3563092666667,36.8444023223772,0.415698003566313,0.70623050371264,-0.0755661488177003,-25.6162874353236,31.62,36.63,41.63,0
"9","Alabama",2012,0,38.36,36.2677055333333,38.7404342945749,0.445046061998989,0.700031647225635,-0.0236697578267958,-21.5764787345957,32.43,37.44,42.45,0.01
"10","Alabama",2016,0,34.36,35.0351833333333,38.3590330987525,0.430754873548152,0.693757305657933,-0.166854337346804,-22.1867892310703,30.67,35.7,40.72,0
"11","Alabama",2020,NA,NA,38.48788125,34.3579457579736,0.43659115559188,0.691264147691755,-0.0249639270466514,-27.7251466064354,32.47,37.52,42.56,0.02
"12","Alaska",1980,0,26.41,NA,35.6531309175069,0.314345674929728,0.784708189926354,NA,-22.251444478612,NA,NA,NA,NA
"13","Alaska",1984,0,29.87,NA,26.4079017955758,0.39091817475297,0.782197530095152,-0.353540908295352,-27.9402947394995,NA,NA,NA,NA
"14","Alaska",1988,0,36.27,39.7597055333333,29.8677777510176,0.404133508791055,0.769784716892012,0.430168505713563,-36.7862045711808,36.49,41.56,46.62,1.19
"15","Alaska",1992,0,30.29,34.6688978666667,36.2709628415519,0.369228611914743,0.762756141971954,0.164544351117905,-23.3199744148394,32.59,37.6,42.61,0.01
"16","Alaska",1996,0,33.27,35.1107370666667,30.287111324302,0.439086449614088,0.755584001156812,-0.315641741725889,-9.17038676084888,30.42,35.51,40.6,0.01
"17","Alaska",2000,0,27.67,25.7011083333333,33.2671136495323,0.397029753405119,0.710978990800413,0.0564931320553508,-17.5341445244599,22.67,27.72,32.77,0
"18","Alaska",2004,0,35.52,31.7469280666667,27.6663398235047,0.454740167812435,0.699006197613782,-0.500307630512607,-30.9546154923659,26.47,31.53,36.59,0
"19","Alaska",2008,0,37.89,40.5367428666667,35.5168619121044,0.474146273392731,0.687436995876094,1.31497270324097,-25.5484680004351,36.34,41.6,46.86,51.26
"20","Alaska",2012,0,40.81,NA,37.8893735993893,0.474499421780335,0.674711099976316,-0.23733815496134,-21.535145939417,NA,NA,NA,NA
"21","Alaska",2016,0,36.55,37.9319893333333,40.8126591124644,0.411387336178182,0.66188418463132,0.342600806106814,-13.98891828483,33.77,38.8,43.84,0.04
"22","Alaska",2020,NA,NA,43.39111,36.550871290112,0.429705876006128,0.65271172655134,0.134984078696342,-14.7306407874253,37.03,42.09,47.15,1.5
"23","Arizona",1980,0,28.24,23.0232102,39.7999781882515,0.316323079963339,0.904214884062746,NA,-16.566157591229,NA,NA,NA,NA
"24","Arizona",1984,0,32.54,NA,28.2446835899284,0.319217364179804,0.901134088044409,-0.161453049637283,-32.364164792979,NA,NA,NA,NA
"25","Arizona",1988,0,38.74,31.1952284666667,32.5426431698309,0.334480658490956,0.896930371072728,-0.063488132097407,-33.8788396885847,29.14,34.16,39.17,0
"26","Arizona",1992,0,36.52,33.5695970666667,38.7438741228785,0.331488638636246,0.880369227783254,0.0892368681651872,-21.2063935255783,32.08,37.09,42.1,0.01
"27","Arizona",1996,1,46.52,44.9702776,36.5204525967148,0.379743037076006,0.858297252634654,-0.135646814561628,-1.95268918441803,40.61,45.67,50.72,26.3
"28","Arizona",2000,0,44.73,39.2191486,46.5170659460768,0.306174704705098,0.87786580826286,0.0876767993365606,2.22264944941096,37.43,42.45,47.48,0.82
"29","Arizona",2004,0,44.4,42.4091361333333,44.7345850173889,0.296868611432888,0.869674036038471,-0.0247147815926253,-6.28655314304812,39.54,44.57,49.59,6.3
"30","Arizona",2008,0,45.12,43.8050814666667,44.3968329287956,0.356058236460097,0.853742825652407,0.230421532179942,-10.4726011572182,40.63,45.65,50.66,12.12
"31","Arizona",2012,0,44.59,43.0531510666667,45.1152508747643,0.365181975179138,0.841934175827898,-0.138142504444085,-8.51999694786296,39.49,44.51,49.52,4.81
"32","Arizona",2016,0,45.13,42.7218253333333,44.5897669417994,0.350764563969551,0.831805519377987,0.0623372638731508,-9.06476622417532,38.65,43.67,48.69,2.35
"33","Arizona",2020,NA,NA,48.8097025,45.1276540758171,0.370715791451234,0.82616785348297,0.131006729927871,-3.54396239650392,43.65,48.7,53.74,80.29
"34","Arkansas",1980,0,47.52,46.4917476,64.9617281296618,0.353916745977291,0.829178350689332,NA,30.057391519605,NA,NA,NA,NA
"35","Arkansas",1984,0,38.29,NA,47.5226306200468,0.36595800829977,0.829114303289943,0.568332095854016,-0.611641606433757,NA,NA,NA,NA
"36","Arkansas",1988,0,42.19,40.0603469333333,38.2907850014586,0.381247771866744,0.829908373191955,0.109629522313417,-22.1762403240141,38.41,43.42,48.44,1.51
"37","Arkansas",1992,1,53.21,53.6948632,42.1917321664585,0.353333290646723,0.821025304803343,-0.044377046448364,-14.1761040329186,50.7,55.78,60.85,99.98
"38","Arkansas",1996,1,53.74,52.7487990666667,53.207952849252,0.39348480784641,0.80559882959859,-0.145999702215764,17.7245535437221,51.4,56.41,61.43,99.93
"39","Arkansas",2000,0,45.86,43.0425324,53.7364491519482,0.343788696357736,0.815642420558891,0.0655855795200602,16.9355914875908,42.37,47.4,52.43,44.85
"40","Arkansas",2004,0,44.55,45.9157732666667,45.864256260435,0.344129444319171,0.811395919388614,0.423560013098294,-5.44294143619797,43.25,48.28,53.31,63.84
"41","Arkansas",2008,0,38.86,41.0901486,44.5476304451891,0.383660170652213,0.80630560427809,-0.16791659410599,-9.75832863324629,38.15,43.15,48.15,0.95
"42","Arkansas",2012,0,36.88,32.5293548666667,38.8646597651242,0.378012380355353,0.800050403703859,-0.313554185268431,-19.8512447348054,28.75,33.78,38.81,0
"43","Arkansas",2016,0,33.65,33.84911,36.8789903017201,0.362265781982302,0.793603369724521,-0.0304162443455592,-23.687945782389,29.14,34.17,39.2,0
"44","Arkansas",2020,NA,NA,37.513945,33.6531241293609,0.378149166632664,0.790395267552167,-0.116311340511428,-26.9209780344674,31.19,36.24,41.3,0.01
"45","California",1980,0,35.92,30.4022235333333,47.9548218361125,0.355775979444259,0.855227639407079,NA,-1.79349211983439,NA,NA,NA,NA
"46","California",1984,0,41.27,38.3605192,35.9194369107641,0.360615525528554,0.837654366631189,-0.0326304995201451,-16.7780659722813,36.45,41.46,46.47,0.27
"47","California",1988,0,47.56,42.3356841333333,41.2677756992316,0.367779561658955,0.821730240564919,0.0215004692595416,-16.2491671524615,40.95,45.97,50.98,15.46
"48","California",1992,1,46.01,47.8824559333333,47.5594425646034,0.347350272710505,0.804352519264215,0.00671665842572294,-3.56712532991337,46.63,51.65,56.67,96.45
"49","California",1996,1,51.1,50.2274485333333,46.0065878402809,0.359381551222243,NA,-0.081771849061147,13.3919184643596,NA,NA,NA,NA
"50","California",2000,1,53.45,46.4513274666667,51.0988656185273,0.31292423078242,0.776549027910664,0.182822343060694,12.8894455384811,44.81,49.84,54.88,87.46
"51","California",2004,1,54.31,52.3570708,53.4497368277545,0.322638267055436,0.764071397505904,-0.0695988740188851,11.798240022499,50.2,55.23,60.25,99.88
"52","California",2008,1,61.01,57.0493824,54.3055575346744,0.349163767967326,0.748624131615879,0.105502317251943,9.9478615574326,54.33,59.37,64.42,100
"53","California",2012,1,60.24,54.7021366666667,61.0126383471342,0.370499812631492,0.737510909435871,-0.045926001306192,24.0577795146698,53.09,58.12,63.15,99.99
"54","California",2016,1,61.73,55.2249793333333,60.2389591416896,0.343582590226832,0.727243799945755,0.0184224998042465,23.1185806209848,52.86,57.91,62.95,99.99
"55","California",2020,NA,NA,61.19720625,61.7263996045579,0.362079113456321,0.719391035022251,0.135418848610794,30.1092930661184,57.98,63.05,68.11,100
"56","Colorado",1980,0,31.07,26.8800636,42.6099459979287,0.410843371663113,0.945543923050134,NA,-11.4178317798491,NA,NA,NA,NA
"57","Colorado",1984,0,35.12,29.4603908666667,31.070032504538,0.407194987078877,0.93899327916921,0.00640434639292652,-23.9989024441724,27.57,32.6,37.62,0
"58","Colorado",1988,0,45.28,37.9516714666667,35.1228983001127,0.408637868513988,0.933001152568143,-0.0676703676668406,-28.3192576695641,35.87,40.89,45.9,0.21
